consumer,metric,recorded_prey_species,prey_with_trait,prey_trait_coverage,included_in_analysis
Elgaria multicarinata,ctmax,6,2,0.333333333333333,true
Seriola lalandi,ctmax,16,4,0.25,true
Kajikia audax,ctmax,31,7,0.225806451612903,true
Danio rerio,ctmax,14,1,0.0714285714285714,true
Pterophyllum scalare,ctmax,2,0,0.0,false
Siniperca scherzeri,ctmax,2,0,0.0,false
Dascyllus aruanus,ctmax,7,0,0.0,false
Hydra vulgaris,ctmax,1,0,0.0,false
Nothobranchius furzeri,ctmax,1,0,0.0,false
Premnas biaculeatus,ctmax,5,0,0.0,false
Camponotus castaneus,ctmax,3,0,0.0,false
Sarmarutilus rubilio,ctmax,13,6,0.461538461538462,true
Cottus carolinae,ctmax,5,0,0.0,false
Chelon ramada,ctmax,43,3,0.0697674418604651,true
Palaemon elegans,ctmax,62,5,0.0806451612903226,true
Palaemon longirostris,ctmax,25,2,0.08,true
Rhinocheilus lecontei,ctmax,31,11,0.354838709677419,true
Masticophis lateralis,ctmax,24,10,0.416666666666667,true
Lampropeltis zonata,ctmax,12,5,0.416666666666667,true
Coregonus albula,ctmax,34,1,0.0294117647058824,true
Chanos chanos,ctmax,32,1,0.03125,true
Carasobarbus canis,ctmax,12,2,0.166666666666667,true
Synodontis petricola,ctmax,8,4,0.5,true
Rhinichthys atratulus,ctmax,22,1,0.0454545454545455,true
Acar domingensis,ctmax,14,0,0.0,false
Micropterus floridanus,ctmax,2,1,0.5,true
Pygocentrus nattereri,ctmax,17,2,0.117647058823529,true
Acipenser persicus,ctmax,4,2,0.5,true
Sarda australis,ctmax,4,1,0.25,true
Kajikia albida,ctmax,33,4,0.121212121212121,true
Maccullochella peelii,ctmax,17,4,0.235294117647059,true
Cyrtocara moorii,ctmax,2,0,0.0,false
Labeobarbus johnstonii,ctmax,6,0,0.0,false
Oreochromis karongae,ctmax,2,0,0.0,false
Anguilla australis,ctmax,36,6,0.166666666666667,true
Galaxias eldoni,ctmax,4,0,0.0,false
Pagothenia borchgrevinki,ctmax,21,0,0.0,false
Periophthalmus barbarus,ctmax,8,0,0.0,false
Calotomus carolinus,ctmax,3,0,0.0,false
Naso lituratus,ctmax,6,0,0.0,false
Faxonius rusticus,ctmax,7,1,0.142857142857143,true
Brycinus imberi,ctmax,8,0,0.0,false
Serranochromis robustus,ctmax,8,0,0.0,false
Cottus bairdii,ctmax,9,0,0.0,false
Culaea inconstans,ctmax,17,1,0.0588235294117647,true
Agnetina capitata,ctmax,7,1,0.142857142857143,true
Paragnetina media,ctmax,6,1,0.166666666666667,true
Umbra limi,ctmax,31,1,0.032258064516129,true
Lates niloticus,ctmax,41,13,0.317073170731707,true
Plecoglossus altivelis,ctmax,23,0,0.0,false
Tetrapturus pfluegeri,ctmax,15,0,0.0,false
Hydrocynus vittatus,ctmax,26,9,0.346153846153846,true
Micrometrus minimus,ctmax,12,0,0.0,false
Thaleichthys pacificus,ctmax,11,0,0.0,false
Notothenia rossii,ctmax,38,3,0.0789473684210526,true
Takifugu xanthopterus,ctmax,13,0,0.0,false
Tetrapturus belone,ctmax,7,0,0.0,false
Anoplarchus purpurescens,ctmax,9,0,0.0,false
Brienomyrus niger,ctmax,6,0,0.0,false
Callichthys callichthys,ctmax,11,0,0.0,false
Catla catla,ctmax,8,0,0.0,false
Catostomus commersonii,ctmax,19,1,0.0526315789473684,true
Catostomus tahoensis,ctmax,5,0,0.0,false
Centrolabrus melanocercus,ctmax,8,0,0.0,false
Chasmodes saburrae,ctmax,3,0,0.0,false
Chrosomus neogaeus,ctmax,24,1,0.0416666666666667,true
Coregonus autumnalis,ctmax,18,2,0.111111111111111,true
Coregonus sardinella,ctmax,11,0,0.0,false
Coris julis,ctmax,8,0,0.0,false
Diapterus rhombeus,ctmax,8,0,0.0,false
Etheostoma exile,ctmax,6,0,0.0,false
Galaxias maculatus,ctmax,6,0,0.0,false
Gilchristella aestuaria,ctmax,5,0,0.0,false
Heniochus varius,ctmax,6,0,0.0,false
Oblada melanura,ctmax,22,0,0.0,false
Pollimyrus adspersus,ctmax,4,0,0.0,false
Rasbora daniconius,ctmax,8,0,0.0,false
Rhabdosargus sarba,ctmax,17,0,0.0,false
Spondyliosoma cantharus,ctmax,17,1,0.0588235294117647,true
Symphodus cinereus,ctmax,11,0,0.0,false
Symphodus ocellatus,ctmax,13,0,0.0,false
Tilapia rendalli,ctmax,28,0,0.0,false
Abudefduf sordidus,ctmax,8,0,0.0,false
Acanthopagrus australis,ctmax,11,0,0.0,false
Acanthopagrus berda,ctmax,17,0,0.0,false
Acanthopagrus bifasciatus,ctmax,4,0,0.0,false
Acanthopagrus butcheri,ctmax,1,0,0.0,false
Acanthopagrus latus,ctmax,14,0,0.0,false
Acanthopagrus sivicolus,ctmax,4,0,0.0,false
Acanthurus thompsoni,ctmax,9,0,0.0,false
Acipenser baerii,ctmax,29,0,0.0,false
Acipenser fulvescens,ctmax,10,3,0.3,true
Acipenser nudiventris,ctmax,4,1,0.25,true
Acipenser ruthenus,ctmax,8,0,0.0,false
Acipenser sturio,ctmax,4,2,0.5,true
Acrocheilus alutaceus,ctmax,5,0,0.0,false
Albula vulpes,ctmax,7,0,0.0,false
Alburnus chalcoides,ctmax,9,0,0.0,false
Alcolapia alcalica,ctmax,3,0,0.0,false
Aldrichetta forsteri,ctmax,4,0,0.0,false
Alestes baremoze,ctmax,10,0,0.0,false
Alosa caspia,ctmax,10,0,0.0,false
Alosa immaculata,ctmax,3,0,0.0,false
Altolamprologus compressiceps,ctmax,5,0,0.0,false
Ambassis agrammus,ctmax,9,0,0.0,false
Ambastaia sidthimunki,ctmax,3,0,0.0,false
Amblygobius phalaena,ctmax,15,0,0.0,false
Amblypharyngodon melettinus,ctmax,4,0,0.0,false
Ammocrypta pellucida,ctmax,4,0,0.0,false
Anampses caeruleopunctatus,ctmax,1,0,0.0,false
Anampses geographicus,ctmax,4,0,0.0,false
Anguilla bicolor,ctmax,1,0,0.0,false
Anguilla marmorata,ctmax,7,2,0.285714285714286,true
Anguilla mossambica,ctmax,4,0,0.0,false
Aphyosemion australe,ctmax,1,0,0.0,false
Apistogramma borellii,ctmax,4,0,0.0,false
Aplodinotus grunniens,ctmax,14,1,0.0714285714285714,true
Argyrozona argyrozona,ctmax,2,0,0.0,false
Arius arius,ctmax,11,0,0.0,false
Arnoldichthys spilopterus,ctmax,5,0,0.0,false
Arothron manilensis,ctmax,3,0,0.0,false
Arothron nigropunctatus,ctmax,5,0,0.0,false
Arothron stellatus,ctmax,1,0,0.0,false
Astyanax bimaculatus,ctmax,29,2,0.0689655172413793,true
Astyanax mexicanus,ctmax,1,0,0.0,false
Atherina boyeri,ctmax,17,0,0.0,false
Aurigequula fasciata,ctmax,7,0,0.0,false
Australoheros facetus,ctmax,12,0,0.0,false
Auxis rochei,ctmax,19,2,0.105263157894737,true
Auxis thazard,ctmax,9,2,0.222222222222222,true
Babka gymnotrachelus,ctmax,10,2,0.2,true
Badis badis,ctmax,1,0,0.0,false
Bagarius bagarius,ctmax,4,0,0.0,false
Bagarius yarrelli,ctmax,2,0,0.0,false
Barbodes semifasciolatus,ctmax,7,0,0.0,false
Barbonymus gonionotus,ctmax,5,0,0.0,false
Barbonymus schwanenfeldii,ctmax,6,0,0.0,false
Barbus bynni,ctmax,5,0,0.0,false
Barbus callensis,ctmax,5,0,0.0,false
Barbus paludinosus,ctmax,11,0,0.0,false
Bathygobius fuscus,ctmax,21,0,0.0,false
Benthochromis melanoides,ctmax,2,0,0.0,false
Benthochromis tricoti,ctmax,2,0,0.0,false
Benthophilus granulosus,ctmax,2,0,0.0,false
Benthophilus stellatus,ctmax,5,0,0.0,false
Blennius ocellaris,ctmax,4,0,0.0,false
Bodianus mesothorax,ctmax,1,0,0.0,false
Boopsoidea inornata,ctmax,6,0,0.0,false
Boraras maculatus,ctmax,1,0,0.0,false
Bostrychus sinensis,ctmax,1,0,0.0,false
Brycinus nurse,ctmax,14,0,0.0,false
Butis butis,ctmax,3,1,0.333333333333333,true
Calamus brachysomus,ctmax,7,1,0.142857142857143,true
Calamus penna,ctmax,5,0,0.0,false
Callopanchax occidentalis,ctmax,1,0,0.0,false
Canthigaster amboinensis,ctmax,8,0,0.0,false
Canthigaster jactator,ctmax,8,0,0.0,false
Canthigaster janthinoptera,ctmax,3,0,0.0,false
Canthigaster solandri,ctmax,6,0,0.0,false
Caspiosoma caspium,ctmax,7,0,0.0,false
Catlocarpio siamensis,ctmax,3,0,0.0,false
Catostomus catostomus,ctmax,8,1,0.125,true
Centrolabrus exoletus,ctmax,21,4,0.19047619047619,true
Chaetodon auriga,ctmax,19,0,0.0,false
Chaetodon citrinellus,ctmax,14,0,0.0,false
Chaetodon ephippium,ctmax,8,0,0.0,false
Chaetodon fremblii,ctmax,9,0,0.0,false
Chaetodon multicinctus,ctmax,10,0,0.0,false
Chaetodon ocellatus,ctmax,6,0,0.0,false
Chaetodon paucifasciatus,ctmax,9,0,0.0,false
Chaetodon quadrimaculatus,ctmax,7,0,0.0,false
Chaetodon unimaculatus,ctmax,10,0,0.0,false
Chaetodon vagabundus,ctmax,16,0,0.0,false
Channa asiatica,ctmax,4,0,0.0,false
Channa gachua,ctmax,3,0,0.0,false
Channa lucius,ctmax,1,0,0.0,false
Channa maculata,ctmax,5,0,0.0,false
Channa micropeltes,ctmax,2,1,0.5,true
Channa striata,ctmax,20,2,0.1,true
Chanodichthys mongolicus,ctmax,4,0,0.0,false
Cheilinus chlorourus,ctmax,4,0,0.0,false
Cheilinus fasciatus,ctmax,4,0,0.0,false
Cheilinus trilobatus,ctmax,5,0,0.0,false
Cheilio inermis,ctmax,4,0,0.0,false
Chelmonops curiosus,ctmax,3,0,0.0,false
Chelonodon patoca,ctmax,14,1,0.0714285714285714,true
Chitala chitala,ctmax,7,2,0.285714285714286,true
Chitala ornata,ctmax,3,0,0.0,false
Chlorurus sordidus,ctmax,7,0,0.0,false
Choerodon anchorago,ctmax,7,0,0.0,false
Choerodon fasciatus,ctmax,5,0,0.0,false
Chologaster cornuta,ctmax,1,0,0.0,false
Chromis ovalis,ctmax,12,0,0.0,false
Chrysoblephus anglicus,ctmax,4,0,0.0,false
Chrysoblephus cristiceps,ctmax,5,0,0.0,false
Cirrhinus molitorella,ctmax,7,0,0.0,false
Cirrhitichthys oxycephalus,ctmax,1,0,0.0,false
Clarias agboyiensis,ctmax,8,0,0.0,false
Clarias anguillaris,ctmax,8,1,0.125,true
Clarias batrachus,ctmax,13,1,0.0769230769230769,true
Clarias fuscus,ctmax,4,0,0.0,false
Clarias macrocephalus,ctmax,9,0,0.0,false
Clarias stappersii,ctmax,3,1,0.333333333333333,true
Clarias theodorae,ctmax,5,0,0.0,false
Clarotes laticeps,ctmax,2,0,0.0,false
Clinocottus analis,ctmax,10,0,0.0,false
Clinostomus funduloides,ctmax,8,0,0.0,false
Clupisoma garua,ctmax,5,0,0.0,false
Cobitis paludica,ctmax,15,0,0.0,false
Congresox talabonoides,ctmax,3,0,0.0,false
Coptodon guineensis,ctmax,2,0,0.0,false
Coregonus muksun,ctmax,2,0,0.0,false
Coregonus nasus,ctmax,5,0,0.0,false
Coris aygula,ctmax,7,0,0.0,false
Coris gaimard,ctmax,2,0,0.0,false
Corydoras julii,ctmax,5,0,0.0,false
Corydoras paleatus,ctmax,2,0,0.0,false
Coryphopterus urospilus,ctmax,1,0,0.0,false
Corythoichthys intestinalis,ctmax,3,0,0.0,false
Cottus aleuticus,ctmax,8,3,0.375,true
Cottus cognatus,ctmax,11,2,0.181818181818182,true
Cottus poecilopus,ctmax,13,0,0.0,false
Cottus ricei,ctmax,4,0,0.0,false
Crenuchus spilurus,ctmax,1,0,0.0,false
Ctenopoma muriei,ctmax,3,0,0.0,false
Ctenopoma petherici,ctmax,3,0,0.0,false
Cymatoceps nasutus,ctmax,6,0,0.0,false
Cyphotilapia frontosa,ctmax,4,0,0.0,false
Danio kerri,ctmax,6,0,0.0,false
Dasyatis sabina,ctmax,12,1,0.0833333333333333,true
Datnioides polota,ctmax,1,0,0.0,false
Dawkinsia filamentosa,ctmax,10,0,0.0,false
Dentex canariensis,ctmax,3,0,0.0,false
Dentex macrophthalmus,ctmax,10,0,0.0,false
Dentex tumifrons,ctmax,3,0,0.0,false
Desmopuntius johorensis,ctmax,5,0,0.0,false
Devario aequipinnatus,ctmax,3,0,0.0,false
Devario regina,ctmax,7,0,0.0,false
Dichotomyctere fluviatilis,ctmax,2,0,0.0,false
Dichotomyctere ocellatus,ctmax,4,0,0.0,false
Diplectrum pacificum,ctmax,3,0,0.0,false
Diplodus bellottii,ctmax,3,0,0.0,false
Diplodus caudimacula,ctmax,7,0,0.0,false
Diplodus cervinus,ctmax,3,0,0.0,false
Diplodus puntazzo,ctmax,10,0,0.0,false
Elassoma boehlkei,ctmax,2,0,0.0,false
Elassoma evergladei,ctmax,3,0,0.0,false
Eleotris acanthopomus,ctmax,14,1,0.0714285714285714,true
Eleotris fusca,ctmax,13,3,0.230769230769231,true
Ellochelon vaigiensis,ctmax,16,0,0.0,false
Elops affinis,ctmax,2,0,0.0,false
Elops hawaiensis,ctmax,5,2,0.4,true
Elops machnata,ctmax,15,3,0.2,true
Enteromius fasciolatus,ctmax,5,0,0.0,false
Enteromius kerstenii,ctmax,2,0,0.0,false
Epalzeorhynchos bicolor,ctmax,5,0,0.0,false
Epalzeorhynchos kalopterus,ctmax,5,0,0.0,false
Epibulus insidiator,ctmax,3,0,0.0,false
Epinephelus coioides,ctmax,4,0,0.0,false
Epinephelus fuscoguttatus,ctmax,7,0,0.0,false
Epinephelus tauvina,ctmax,5,1,0.2,true
Epiplatys sexfasciatus,ctmax,5,0,0.0,false
Eretmodus cyanostictus,ctmax,4,0,0.0,false
Ericymba buccata,ctmax,6,0,0.0,false
Esox americanus,ctmax,5,0,0.0,false
Etheostoma blennioides,ctmax,3,0,0.0,false
Etheostoma caeruleum,ctmax,4,0,0.0,false
Etheostoma flabellare,ctmax,9,0,0.0,false
Etheostoma microperca,ctmax,3,0,0.0,false
Etheostoma nigrum,ctmax,10,0,0.0,false
Etheostoma spectabile,ctmax,2,0,0.0,false
Etroplus maculatus,ctmax,10,1,0.1,true
Etroplus suratensis,ctmax,11,0,0.0,false
Eubleekeria splendens,ctmax,10,0,0.0,false
Eucinostomus argenteus,ctmax,16,0,0.0,false
Eucinostomus gracilis,ctmax,2,0,0.0,false
Eucinostomus melanopterus,ctmax,4,0,0.0,false
Eucyclogobius newberryi,ctmax,1,0,0.0,false
Floridichthys carpio,ctmax,12,0,0.0,false
Forcipiger longirostris,ctmax,1,0,0.0,false
Fundulopanchax filamentosus,ctmax,1,0,0.0,false
Fundulus notatus,ctmax,6,0,0.0,false
Gasteropelecus maculatus,ctmax,4,0,0.0,false
Gazza minuta,ctmax,10,0,0.0,false
Gerres filamentosus,ctmax,11,0,0.0,false
Glossogobius celebius,ctmax,9,0,0.0,false
Glyptothorax trilineatus,ctmax,2,0,0.0,false
Gnathochromis pfefferi,ctmax,4,0,0.0,false
Gobiomorphus cotidianus,ctmax,18,1,0.0555555555555556,true
Gobionotothen gibberifrons,ctmax,7,0,0.0,false
Gobius cobitis,ctmax,8,1,0.125,true
Gomphosus varius,ctmax,3,0,0.0,false
Gymnarchus niloticus,ctmax,7,1,0.142857142857143,true
Gymnocephalus schraetser,ctmax,6,0,0.0,false
Haemulon steindachneri,ctmax,3,0,0.0,false
Haletta semifasciata,ctmax,10,0,0.0,false
Halichoeres chierchiae,ctmax,5,0,0.0,false
Halichoeres chloropterus,ctmax,4,0,0.0,false
Halichoeres cyanocephalus,ctmax,1,0,0.0,false
Halichoeres hortulanus,ctmax,5,0,0.0,false
Halichoeres margaritaceus,ctmax,9,0,0.0,false
Halichoeres melanurus,ctmax,6,0,0.0,false
Halichoeres notospilus,ctmax,1,0,0.0,false
Halichoeres scapularis,ctmax,2,0,0.0,false
Hampala macrolepidota,ctmax,9,0,0.0,false
Haplochromis degeni,ctmax,2,0,0.0,false
Hemibagrus nemurus,ctmax,3,0,0.0,false
Hemibagrus wyckioides,ctmax,1,0,0.0,false
Hemibates stenosoma,ctmax,3,0,0.0,false
Hemiculter leucisculus,ctmax,8,0,0.0,false
Hemigymnus melapterus,ctmax,11,0,0.0,false
Hemisilurus mekongensis,ctmax,5,0,0.0,false
Hemitaurichthys zoster,ctmax,10,0,0.0,false
Hemitremia flammea,ctmax,4,0,0.0,false
Heniochus acuminatus,ctmax,5,0,0.0,false
Herichthys cyanoguttatus,ctmax,5,0,0.0,false
Heteropneustes fossilis,ctmax,3,0,0.0,false
Heteroscarus acroptilus,ctmax,11,0,0.0,false
Heterotis niloticus,ctmax,12,0,0.0,false
Hologymnosus doliatus,ctmax,5,0,0.0,false
Horabagrus brachysoma,ctmax,10,0,0.0,false
Hybognathus hankinsoni,ctmax,3,0,0.0,false
Hydrocynus brevis,ctmax,4,1,0.25,true
Hyphessobrycon erythrostigma,ctmax,5,0,0.0,false
Hyphessobrycon herbertaxelrodi,ctmax,5,0,0.0,false
Hypomesus nipponensis,ctmax,24,0,0.0,false
Hypomesus olidus,ctmax,9,1,0.111111111111111,true
Hypoplectrus unicolor,ctmax,3,0,0.0,false
Hypostomus plecostomus,ctmax,4,0,0.0,false
Hypseleotris galii,ctmax,3,0,0.0,false
Hysterocarpus traskii,ctmax,5,0,0.0,false
Ictiobus bubalus,ctmax,3,0,0.0,false
Ictiobus cyprinellus,ctmax,5,0,0.0,false
Ictiobus niger,ctmax,4,0,0.0,false
Johnrandallia nigrirostris,ctmax,6,0,0.0,false
Kareius bicoloratus,ctmax,6,0,0.0,false
Knipowitschia caucasica,ctmax,4,0,0.0,false
Kryptopterus bicirrhis,ctmax,2,0,0.0,false
Kuhlia rupestris,ctmax,11,0,0.0,false
Labeo calbasu,ctmax,5,0,0.0,false
Labeo chrysophekadion,ctmax,4,0,0.0,false
Labeobarbus polylepis,ctmax,7,0,0.0,false
Labeobarbus seeberi,ctmax,8,0,0.0,false
Labidesthes sicculus,ctmax,7,0,0.0,false
Labroides bicolor,ctmax,3,0,0.0,false
Labroides dimidiatus,ctmax,7,1,0.142857142857143,true
Labrus viridis,ctmax,4,0,0.0,false
Lagocephalus laevigatus,ctmax,3,0,0.0,false
Lagocephalus lagocephalus,ctmax,4,0,0.0,false
Lagocephalus sceleratus,ctmax,8,0,0.0,false
Lamprologus callipterus,ctmax,2,0,0.0,false
Lamprologus lemairii,ctmax,4,0,0.0,false
Lamprologus signatus,ctmax,2,0,0.0,false
Lappanella fasciata,ctmax,4,0,0.0,false
Larimichthys crocea,ctmax,6,0,0.0,false
Laubuka laubuca,ctmax,4,0,0.0,false
Leiognathus equulus,ctmax,18,0,0.0,false
Lepidiolamprologus attenuatus,ctmax,2,0,0.0,false
Lepidiolamprologus elongatus,ctmax,9,2,0.222222222222222,true
Lepidiolamprologus profundicola,ctmax,5,1,0.2,true
Lepidonotothen squamifrons,ctmax,35,1,0.0285714285714286,true
Lepisosteus platyrhincus,ctmax,5,0,0.0,false
Lepomis humilis,ctmax,4,0,0.0,false
Lepomis megalotis,ctmax,10,0,0.0,false
Limia melanogaster,ctmax,6,0,0.0,false
Limia vittata,ctmax,5,0,0.0,false
Limnothrissa miodon,ctmax,21,1,0.0476190476190476,true
Lindbergichthys nudifrons,ctmax,16,0,0.0,false
Lithognathus mormyrus,ctmax,11,0,0.0,false
Litopenaeus setiferus,ctmax,23,0,0.0,false
Liza abu,ctmax,8,0,0.0,false
Lobochilotes labiatus,ctmax,5,0,0.0,false
Luciosoma bleekeri,ctmax,2,0,0.0,false
Lutjanus malabaricus,ctmax,11,0,0.0,false
Lutjanus vitta,ctmax,6,0,0.0,false
Luxilus chrysocephalus,ctmax,11,0,0.0,false
Macrhybopsis storeriana,ctmax,5,0,0.0,false
Macropharyngodon geoffroy,ctmax,5,0,0.0,false
Malapterus reticulatus,ctmax,2,0,0.0,false
Margariscus margarita,ctmax,8,0,0.0,false
Mastacembelus armatus,ctmax,5,0,0.0,false
Microlipophrys dalmatinus,ctmax,7,0,0.0,false
Microlipophrys nigriceps,ctmax,8,0,0.0,false
Microphis brachyurus,ctmax,2,0,0.0,false
Micropterus notius,ctmax,9,0,0.0,false
Microthrissa congica,ctmax,12,1,0.0833333333333333,true
Minytrema melanops,ctmax,4,0,0.0,false
Misgurnus anguillicaudatus,ctmax,5,0,0.0,false
Monacanthus chinensis,ctmax,10,0,0.0,false
Monopterus albus,ctmax,5,1,0.2,true
Morone chrysops,ctmax,12,7,0.583333333333333,true
Moxostoma anisurum,ctmax,5,0,0.0,false
Moxostoma carinatum,ctmax,2,0,0.0,false
Moxostoma duquesnii,ctmax,5,0,0.0,false
Moxostoma erythrurum,ctmax,6,0,0.0,false
Moxostoma hubbsi,ctmax,6,0,0.0,false
Moxostoma macrolepidotum,ctmax,5,0,0.0,false
Moxostoma valenciennesi,ctmax,8,0,0.0,false
Mugil curema,ctmax,23,0,0.0,false
Mugilogobius chulae,ctmax,1,0,0.0,false
Mylocheilus caurinus,ctmax,4,0,0.0,false
Mylopharyngodon piceus,ctmax,15,0,0.0,false
Myoxocephalus thompsonii,ctmax,4,0,0.0,false
Mystacoleucus marginatus,ctmax,2,0,0.0,false
Mystus bocourti,ctmax,2,0,0.0,false
Mystus vittatus,ctmax,3,0,0.0,false
Nandus nebulosus,ctmax,1,0,0.0,false
Nannostomus beckfordi,ctmax,1,0,0.0,false
Nannostomus eques,ctmax,4,0,0.0,false
Nannostomus trifasciatus,ctmax,5,0,0.0,false
Nanochromis parilus,ctmax,1,0,0.0,false
Naso hexacanthus,ctmax,14,0,0.0,false
Neogobius fluviatilis,ctmax,9,0,0.0,false
Neogobius pallasi,ctmax,2,0,0.0,false
Neolamprologus furcifer,ctmax,2,0,0.0,false
Neolamprologus leleupi,ctmax,6,0,0.0,false
Neolamprologus mondabu,ctmax,5,0,0.0,false
Neolamprologus savoryi,ctmax,6,1,0.166666666666667,true
Neolamprologus toae,ctmax,3,0,0.0,false
Neolamprologus tretocephalus,ctmax,6,0,0.0,false
Neolebias ansorgii,ctmax,4,0,0.0,false
Neolissochilus hexagonolepis,ctmax,2,0,0.0,false
Nocomis biguttatus,ctmax,12,0,0.0,false
Nocomis micropogon,ctmax,8,0,0.0,false
Notoglanidium macrostoma,ctmax,1,0,0.0,false
Notolabrus fucicola,ctmax,9,0,0.0,false
Notopterus notopterus,ctmax,7,0,0.0,false
Notropis anogenus,ctmax,4,0,0.0,false
Notropis blennius,ctmax,6,0,0.0,false
Notropis buchanani,ctmax,4,0,0.0,false
Notropis dorsalis,ctmax,5,0,0.0,false
Notropis heterodon,ctmax,8,0,0.0,false
Notropis hudsonius,ctmax,14,0,0.0,false
Notropis photogenis,ctmax,4,0,0.0,false
Notropis volucellus,ctmax,7,0,0.0,false
Noturus flavus,ctmax,13,1,0.0769230769230769,true
Noturus gyrinus,ctmax,3,0,0.0,false
Noturus insignis,ctmax,6,0,0.0,false
Noturus miurus,ctmax,3,0,0.0,false
Noturus stigmosus,ctmax,4,1,0.25,true
Novaculichthys taeniourus,ctmax,2,0,0.0,false
Novaculoides macrolepidotus,ctmax,3,0,0.0,false
Odaxothrissa losera,ctmax,1,0,0.0,false
Oligocottus maculosus,ctmax,4,0,0.0,false
Oligolepis acutipennis,ctmax,1,0,0.0,false
Ompok bimaculatus,ctmax,3,0,0.0,false
Ophthalmotilapia nasuta,ctmax,2,0,0.0,false
Opsarius pulchellus,ctmax,1,0,0.0,false
Opsopoeodus emiliae,ctmax,5,0,0.0,false
Osmerus dentex,ctmax,13,1,0.0769230769230769,true
Osphronemus exodon,ctmax,6,0,0.0,false
Osphronemus goramy,ctmax,12,0,0.0,false
Osteochilus melanopleura,ctmax,5,0,0.0,false
Osteochilus vittatus,ctmax,5,0,0.0,false
Ostorhinchus aureus,ctmax,5,0,0.0,false
Oxycheilinus bimaculatus,ctmax,2,0,0.0,false
Oxycheilinus unifasciatus,ctmax,2,0,0.0,false
Oxyeleotris marmorata,ctmax,5,0,0.0,false
Pagellus bellottii,ctmax,4,0,0.0,false
Pagrus auratus,ctmax,28,1,0.0357142857142857,true
Pagrus auriga,ctmax,6,0,0.0,false
Pagrus caeruleostictus,ctmax,11,0,0.0,false
Palaemon macrodactylus,ctmax,5,1,0.2,true
Pangasianodon hypophthalmus,ctmax,4,0,0.0,false
Pangasius bocourti,ctmax,8,0,0.0,false
Pangasius conchophilus,ctmax,6,0,0.0,false
Pangasius larnaudii,ctmax,5,0,0.0,false
Pangasius macronema,ctmax,2,0,0.0,false
Pangasius pangasius,ctmax,5,1,0.2,true
Pangasius sanitwongsei,ctmax,1,0,0.0,false
Pantodon buchholzi,ctmax,5,0,0.0,false
Pao leiurus,ctmax,3,0,0.0,false
Parablennius incognitus,ctmax,8,0,0.0,false
Parablennius pilicornis,ctmax,4,0,0.0,false
Parablennius rouxi,ctmax,8,0,0.0,false
Parablennius ruber,ctmax,2,0,0.0,false
Parablennius zvonimiri,ctmax,6,0,0.0,false
Paracheirodon axelrodi,ctmax,3,0,0.0,false
Paracheirodon innesi,ctmax,8,0,0.0,false
Parambassis ranga,ctmax,1,0,0.0,false
Parambassis wolffii,ctmax,1,0,0.0,false
Paraphanius mento,ctmax,5,0,0.0,false
Parophrys vetulus,ctmax,9,1,0.111111111111111,true
Pelecus cultratus,ctmax,13,3,0.230769230769231,true
Pellonula vorax,ctmax,2,0,0.0,false
Pelvicachromis pulcher,ctmax,1,0,0.0,false
Pentapodus setosus,ctmax,1,0,0.0,false
Perccottus glenii,ctmax,4,1,0.25,true
Percina caprodes,ctmax,4,0,0.0,false
Percina copelandi,ctmax,3,0,0.0,false
Percina maculata,ctmax,4,0,0.0,false
Percina shumardi,ctmax,3,0,0.0,false
Percopsis transmontana,ctmax,3,0,0.0,false
Periophthalmus argentilineatus,ctmax,5,0,0.0,false
Periophthalmus kalolo,ctmax,4,0,0.0,false
Pethia conchonius,ctmax,5,0,0.0,false
Pethia gelius,ctmax,3,0,0.0,false
Pethia phutunio,ctmax,5,0,0.0,false
Pethia ticto,ctmax,5,0,0.0,false
Phenacogrammus interruptus,ctmax,7,0,0.0,false
Pholis ornata,ctmax,1,0,0.0,false
Phyllonemus typus,ctmax,1,0,0.0,false
Plotosus lineatus,ctmax,19,0,0.0,false
Poecilia sphenops,ctmax,5,0,0.0,false
Poecilia vivipara,ctmax,5,0,0.0,false
Polyamblyodon germanum,ctmax,5,0,0.0,false
Pomadasys argenteus,ctmax,4,0,0.0,false
Pomatoschistus canestrinii,ctmax,3,0,0.0,false
Ponticola gorlap,ctmax,2,0,0.0,false
Ponticola syrman,ctmax,3,0,0.0,false
Pristolepis fasciata,ctmax,9,1,0.111111111111111,true
Prognathodes falcifer,ctmax,7,0,0.0,false
Prosopium williamsoni,ctmax,11,1,0.0909090909090909,true
Protogobius attiti,ctmax,1,0,0.0,false
Pseudobarbus burchelli,ctmax,2,0,0.0,false
Pseudocaranx dentex,ctmax,7,0,0.0,false
Pseudocheilinus octotaenia,ctmax,4,0,0.0,false
Pseudocrenilabrus multicolor,ctmax,8,0,0.0,false
Pseudogramma gregoryi,ctmax,3,0,0.0,false
Pseudogramma thaumasia,ctmax,3,0,0.0,false
Pseudomystus siamensis,ctmax,2,0,0.0,false
Pterocryptis cochinchinensis,ctmax,4,0,0.0,false
Pterogymnus laniarius,ctmax,10,1,0.1,true
Pterothrissus gissu,ctmax,9,0,0.0,false
Puntigrus tetrazona,ctmax,4,0,0.0,false
Puntioplites proctozystron,ctmax,5,0,0.0,false
Puntius bimaculatus,ctmax,4,0,0.0,false
Puntius brevis,ctmax,3,0,0.0,false
Puntius chola,ctmax,9,0,0.0,false
Puntius dorsalis,ctmax,6,0,0.0,false
